screen_name,tweet_id,date,tweet_text,tweet_ja,fav,ret,tweeted
Elisabeth_Borne,1588536818592452608,2022-11-04 14:21:05,"Face aux lecteurs de l’@UnionArdennais pour un échange franc et direct lors de mon déplacement à Reims. 

À l’écout… https://t.co/Feu0WP5CpZ","ランスを訪れた際、@UnionArdennais の読者と率直で直接的な意見交換を行いました。

聴く... https://t.co/Feu0WP5CpZ",69,21,1
Elisabeth_Borne,1588468690252861440,2022-11-04 09:50:22,"Il est 9h10 : en France, les femmes travaillent désormais gratuitement jusqu’à la fin de l’année.

Les lignes doive… https://t.co/re4A3ZkrJs","午前9時10分：フランスでは、現在、女性は年末まで無料で働ける。

セリフは必ず... https://t.co/re4A3ZkrJs",2698,947,1
Elisabeth_Borne,1588265423828529152,2022-11-03 20:22:40,"Aux acteurs associatifs j’ai redit l’engagement du @gouvernementFR dans la lutte contre la pauvreté.
D’ici début 20… https://t.co/21gKAtOj7Y","私は、貧困との闘いに対するフランス政府のコミットメントを改めて表明しました。
20年初頭には... https://t.co/21gKAtOj7Y",362,124,1
OssoukaRaponda,1587926563365867520,2022-11-02 21:56:09,"Très honorée d'accompagner le @PresidentABO lors de son déplacement dans la #Ngounié.
Mon Gouvernement est mobilisé… https://t.co/3dml8TfGhS","ABO大統領の #Ngounié 訪問に同行できて大変光栄です。
わが政府は動員され... https://t.co/3dml8TfGhS",25,4,1
GharibashviliGe,1588437003175329793,2022-11-04 07:44:27,Congratulations to @netanyahu on his victory in recent elections. I wish you the best of luck &amp; every success durin… https://t.co/YnfK39ZbuU,netanyahuが選挙で勝利したことをお祝いします。私はあなたの最高の幸運をお祈りします＆amp;すべての成功は、中に... https://t.co/YnfK39ZbuU,54,10,1
OlafScholz,1588561864052834306,2022-11-04 16:00:37,RT @Bundeskanzler: Verlässlichkeit und Vertrauen - diese beiden Werte spielen in der 🇩🇪 und 🇨🇳 Kultur eine wichtige Rolle. Sie sind gleichz…,RT @Federal Chancellor: 信頼性と信用、この2つの価値は🇪と🇳の文化で重要な役割を担っているのです。彼らは等しく...,0,165,1
OlafScholz,1588489153200918531,2022-11-04 11:11:41,"RT @Bundeskanzler: Putins Krieg stellt die weltweite Friedensordnung in Frage. Ich habe in #Peking Präsident #Xi gebeten, seinen Einfluss a…",RT @Federal Chancellor: プーチンの戦争は、世界の平和秩序に疑問を投げかけている。北京で、私は習主席にその影響力を行使するよう求めた。,0,355,1
OlafScholz,1588218397120233473,2022-11-03 17:15:48,"RT @Bundeskanzler: Wenn sich #China verändert, muss sich auch unser Umgang mit China verändern. Wir wollen keine Entkopplung, aber Kontrove…",RT @Federal Chancellor: もし #中国 が変われば、我々の中国との付き合い方も変わらなければならない。デカップリングではなく、コントロールが欲しい...。,0,124,1
OlafScholz,1588183245480263681,2022-11-03 14:56:07,"RT @Bundeskanzler: Der heutige Gipfel im #BerlinProcess hat gezeigt, dass der Wille zur Zusammenarbeit der Länder des #WesternBalkans vorha…",RT @Federal Chancellor: 今日の #BerlinProcess での首脳会談は、#西バルカン諸国 の間で協力する意志があることを示しました。,0,93,1
OlafScholz,1588144428350423041,2022-11-03 12:21:52,RT @Bundeskanzler: Der Beitritt der 6 Staaten des #WesternBalkans zur #EU ist in unserem Interesse. Ihre Bürger können auf die Unterstützun…,RT @Federal Chancellor: #西バルカン の6カ国が #EU に加盟することは、我々の利益となる。市民は、このような支援に期待することができるのです。,0,213,1
NAkufoAddo,1588241117589360640,2022-11-03 18:46:05,"I am hopeful that the already strong Ghana-Brazil relations will grow from strength to strength, on a shared agenda… https://t.co/M23p1Fxv4y",すでに強固な関係にあるガーナとブラジルの関係が、共通の課題のもとに、ますます強まることを期待しています... https://t.co/M23p1Fxv4y,276,37,1
NAkufoAddo,1588241111822135296,2022-11-03 18:46:03,"I recall with fondness, as the then Foreign Minister, the strong relations he forged with the 2nd President of the… https://t.co/rSNI7bBBA9",私は、当時の外務大臣として、彼が第2代大統領と築いた強い関係を懐かしく思い出します... https://t.co/rSNI7bBBA9,262,41,1
NAkufoAddo,1588241102435651584,2022-11-03 18:46:01,"The Ghanaian people and I send warm congratulations to the President-Elect of the Federative Republic of Brazil, H.E. @LulaOficial. 1/3",ガーナ国民と私は、ブラジル連邦共和国の次期大統領閣下、@LulaOficialに温かい祝辞を送ります。1/3,3733,310,1
NAkufoAddo,1587716668188495872,2022-11-02 08:02:06,RT @thegbcghana: Religious leaders unite on galamsey as President Akufo-Addo welcomes discourse https://t.co/mWix92j1TS,RT @thegbcghana:宗教指導者がガラムジーで一致団結、アクフォ-アド大統領が談話を歓迎 https://t.co/mWix92j1TS,0,30,1
DrGiammattei,1587873643899621376,2022-11-02 18:25:52,Ante el ingreso del #HuracánLisa al país lanzamos una alerta temprana desde el lunes y se realizó movimiento en Iza… https://t.co/fXrN1J7P7H,ハリケーン「#リサ」の入国を踏まえ、月曜日に早期警戒を開始し、伊座で移動が行われました... https://t.co/fXrN1J7P7H,404,126,1
DrGiammattei,1587858646087897088,2022-11-02 17:26:16,RT @GuatemalaGob: #EnDirecto | El presidente @DrGiammattei participa en #ConferenciaDePrensaGT desde @ConredGuatemala. https://t.co/SdhQ3If…,RT @GuatemalaGob: #DrGiammattei が @ConredGuatemala から #ConferenciaDePrensaGT に参加。https://t.co/SdhQ3If...,0,24,1
DrGiammattei,1587855892661387266,2022-11-02 17:15:20,Inició el XXIII Congreso Internacional de Derecho Marítimo y XVI Congreso Marítimo Portuario para abordar la protec… https://t.co/C3EdmYvXqx,第23回国際海事法会議と第16回海事港湾会議が開幕し、海上の保護に取り組む... https://t.co/C3EdmYvXqx,359,135,1
USEmbalo,1588004795859836929,2022-11-03 03:07:01,"RT @VTVcanal8: #EnFotos📷| Presidente de la República Bolivariana de Venezuela, @NicolasMaduro recibió al presidente de la República de Guin…",RT @VTVcanal8: #写真📷｜ベネズエラ・ボリバル共和国のニコラス・マドゥーロ大統領は、ギニア共和国の大統領をお迎えし、...,0,585,1
USEmbalo,1587971083839348736,2022-11-03 00:53:04,"RT @VTVcanal8: #EnVideo📹| Presidente de la República Bolivariana de Venezuela, @NicolasMaduro destacó que la reunión de trabajo con el pres…",RT @VTVcanal8: #EnVideo📹｜ベネズエラ・ボリバル共和国大統領、@NicolasMaduroは、同国大統領との実務会談について、...と強調しました。,0,335,1
USEmbalo,1587971030907240451,2022-11-03 00:52:51,"RT @VTVcanal8: #EnVideo📹| Presidente de la República Bolivariana de Venezuela, @NicolasMaduro junto a su homólogo de la República de Guinea…",RT @VTVcanal8: #動画📹｜ベネズエラ・ボリバル共和国大統領、@NicolasMaduro とギニア共和国のカウンターパート、@NicolasMaduro、...,0,452,1
USEmbalo,1587970970450624512,2022-11-03 00:52:37,"RT @VTVcanal8: #EnVideo📹| Presidente de la República Bolivariana de Venezuela, @NicolasMaduro sostiene reunión de trabajo con el presidente…",RT @VTVcanal8: #動画📹｜ベネズエラ・ボリバル共和国のニコラス・マドゥロ大統領、同国大統領と実務会談を行い、ベネズエラ・ボリバル共和国...,0,349,1
USEmbalo,1587970908949446658,2022-11-03 00:52:22,RT @SachaLlorenti: Estrechando lazos de cooperación entre América Latina y el Caribe con África en encuentro con S.E. el Sr. Presidente de…,RT @SachaLlorenti: 中南米・カリブ海地域とアフリカの協力関係を強化するために、アフリカの大統領閣下と会談しました。,0,461,1
SupremeDreams_1,1588675649740627969,2022-11-04 23:32:45,RT @cooachlyfe: Idk man watching @SupremeDreams_1 and the rdc boys playing search and destory is hella entertaining,RT @cooachlyfe:SupremeDreams_1 と rdc boys の search and destory プレイを見るのは面白いな。,0,22,1
SupremeDreams_1,1588319583450054658,2022-11-03 23:57:52,Stream in 30 minutes ain’t no rest till them YRG boys lose https://t.co/Wrx2m49gRT,30分後にストリーム、YRGボーイズが負けるまで休まない https://t.co/Wrx2m49gRT,1901,46,1
SupremeDreams_1,1588206268195295233,2022-11-03 16:27:36,RT @christmasfur93: @SupremeDreams_1 😂😂😭💀‼️ https://t.co/0kA88q8bCU,RT @christmasfur93:@SupremeDreams_1 😂😂😭💀‼️ https://t.co/0kA88q8bCU,0,346,1
SupremeDreams_1,1588206082756943873,2022-11-03 16:26:52,@AMPexclusive What tf is this AMP,AMPexclusive このAMPは一体何なんだ？,2425,27,1
SupremeDreams_1,1587992202004791296,2022-11-03 02:16:59,Late stream in 15 minutes,15分後のレイトストリーム,757,20,1
DrAriel_Henry,1587669922401984512,2022-11-02 04:56:21,"RT @Cryptos_winner: Receive 0.1 $BNB ($32)🎉

🎁700 $BNB For the first 7000 people who follow &amp; Retweet this 

🔸RT Pinned &amp; Comment
🔸Drop you…","RT @Cryptos_winner:0.1 $BNB ($32)を受け取る🎉。

🎁BNB先着7000名様&ampをフォロー; リツイートはこちら

🔸RT ピン留め＆;コメント
🔸Drop you...",0,3,1
melitozelaya,1588637623794515971,2022-11-04 21:01:39,RT @hankgreen: @elonmusk You tweeted a conspiracy theory from a website less credible than the National Enquirer like four days ago. We all…,RT @hankgreen:@elonmusk あなたは4日前にナショナル・エンクワイアラーより信憑性の低いサイトの陰謀論をツイートしていましたね。私たちは皆...,0,2326,1
melitozelaya,1588585826312548353,2022-11-04 17:35:50,RT @Angry_Staffer: I can’t stop laughing. Imagine spending 44 billion dollars just to get fact checked by the thing you bought 🤣🤣🤣 https://…,RT @Angry_Staffer:笑いが止まらん。買ったモノにファクトチェックされるためだけに440億円も使うことを想像してみてください🤣🤣 https://...,0,16149,1
melitozelaya,1588312236736798721,2022-11-03 23:28:41,"RT @efacusse: Alejandro, es importante aclarar que estos resultados son sobre el ejercicio del 2021.  El gobierno saliente segun estas cali…",RT @efacusse: アレハンドロ、この結果は2021年度のものであることを明確にすることが重要です。  このような理由から、政府は、「震災復興に向けた取り組み」として、...,0,64,1
melitozelaya,1588308892031004673,2022-11-03 23:15:23,RT @nytimes: Elon Musk is throwing everything against the wall to make more money at Twitter. https://t.co/E70Oed33L1,RT @nytimes:イーロン・マスクはTwitterでもっと儲けるために、すべてを壁に投げつけている。 https://t.co/E70Oed33L1,0,408,1
melitozelaya,1588286964729462786,2022-11-03 21:48:15,RT @TatianaPazM: Honduras queda nuevamente fuera de la Cuenta del Milenio por los indicadores evaluados aún del Gobierno anterior. Veremos…,RT @TatianaPazM: ホンジュラスは、前政権からの評価指標が残っているため、再びミレニアム・チャレンジ・アカウントから外れることになりました。今に見てろ...,0,48,1
KatalinNovakMP,1588569830734856192,2022-11-04 16:32:16,"Today I appointed the board of the newly-established anti-corruption authority. As a reliable partner, Hungary 🇭🇺 k… https://t.co/Us194mjZy8",本日、私は新たに設立された反汚職当局の役員を任命した。信頼できるパートナーとして、ハンガリー🇭🇺は... https://t.co/Us194mjZy8,186,17,1
KatalinNovakMP,1588473476381569024,2022-11-04 10:09:23,"Today morning, on the occasion of the national 🏴 mourning day, Hungary’s 🇭🇺 national flag was hoisted and then lowe… https://t.co/cTgixNaI8T",本日朝、国🏠喪の日にあたり、ハンガリーの🇭🇺国旗が掲げられ、その後ローエ... https://t.co/cTgixNaI8T,410,65,1
KatalinNovakMP,1588248647375806465,2022-11-03 19:16:00,Congratulations @netanyahu on the #IsraelElections2022 results and having the chance to form the new government in 🇮🇱 .,イスラエル選挙2022の結果と、🇱の新政権樹立のチャンスを得たことに関して、@netanyahu さん、おめでとうございます。,164,13,1
KatalinNovakMP,1587823309017825285,2022-11-02 15:05:51,"When fiction becomes reality &amp; science attractive for youngsters. Awesome visit at James Hobson aka. @thehacksmith,… https://t.co/eN3k86sWVv","フィクションが現実になるとき"" & ""若者にとって魅力的な科学"".ジェームズ・ホブソン（James Hobson）、通称「ザ・ハックスミス（thehacksmith）」の素晴らしい訪問。Thehacksmith,... https://t.co/eN3k86sWVv",123,16,1
KatalinNovakMP,1587788621247127555,2022-11-02 12:48:01,"It’s always inspiring talking to @jordanbpeterson, who this time received me in his residence in #Toronto 🇨🇦. A lib… https://t.co/nONvCAEbDI",今回は #トロント 🇦の住居に迎えてくれた @jordanbpeterson と話すのはいつも刺激的です。A lib... https://t.co/nONvCAEbDI,331,46,1
BalazsOrban_HU,1588632128371458048,2022-11-04 20:39:49,"RT @netanyahu: שוחחתי עם מנהיגי הונגריה, יוון, פולין, רומניה ואוסטריה שבירכו אותי על הניצחון בבחירות. יחד נביא את היחסים בינינו לשיאים חדשי…","RT @netanyahu: שוח חתי עם מנהיגי הונריה, יון, פולין רומניה ואוסטריה שביר5D↩ו הניצחוןבחרות ששווותי ֵ ואיילייוח ט ןֱחיממוו שאותווווווויחד נבי את היחסים בינו לשי ם...",0,903,1
BalazsOrban_HU,1588464569357570048,2022-11-04 09:34:00,"Even in the age of globalization, the nation state is the only effective form of protecting citizens' interests. It… https://t.co/UrX7rSIDL7",グローバル化の時代にあっても、国民国家は国民の利益を守る唯一の有効な形態である。それは... https://t.co/UrX7rSIDL7,77,11,1
BalazsOrban_HU,1588408768957943809,2022-11-04 05:52:16,November 4th is a dark day in Hungarian history: it is the day the 1956 Revolution was crushed. The fight for freed… https://t.co/GkQPNNWbLO,11月4日は、ハンガリーの歴史における暗黒の日であり、1956年の革命が粉砕された日である。解放のための戦いは... https://t.co/GkQPNNWbLO,332,46,1
BalazsOrban_HU,1588391394561097728,2022-11-04 04:43:14,"RT @netanyahu: Thank you my friend, Prime Minister Viktor Orbán. 

I look forward to continue to expand the close friendship between Israel…","RT @netanyahu: 友人であるヴィクトール・オルバン首相に感謝します。

今後もイスラエルとオルバンの緊密な友好関係を発展させたいと思います。",0,905,1
BalazsOrban_HU,1588227051672113152,2022-11-03 17:50:11,RT @spikedonline: ‘In Hungary conservatives are taking the fight to progressive liberal ideology. We're creating an alternative. And we’re…,RT @spikedonline: 「ハンガリーでは保守派が進歩的なリベラル・イデオロギーに戦いを挑んでいる。私たちは代替案を作っているのです。そして私たちは...,0,41,1
PresidentISL,1588193480597192705,2022-11-03 15:36:47,Music makes the world go round...and on that note it was a pleasure to formally open this year's @icelandairwaves f… https://t.co/oaNME6VMCE,音楽は世界を動かす...その意味で、今年の @icelandairwaves f... https://t.co/oaNME6VMCE のオープニングを飾ることができ、とても光栄です。,56,6,1
PresidentISL,1588137460416086017,2022-11-03 11:54:11,A pleasure to have you here at Bessastaðir @digiNans and to hear of the efforts Microsoft is making to support Icel… https://t.co/A5O6O9zVx9,Bessastaðir @digiNans にお集まりいただき、マイクロソフトがアイスランドを支援するために行っている取り組みについてお聞きすることができ、光栄です... https://t.co/A5O6O9zVx9,12,1,1
PresidentISL,1587719617509744642,2022-11-02 08:13:49,"Congratulations to the makers of Lamb for winning the Nordic Council Film Prize. ""A unique tale of loss, grief and… https://t.co/sEFIAkcug3","Lamb」の製作者の皆様、北欧評議会映画賞の受賞おめでとうございます。""喪失、悲しみ、そして...のユニークな物語"" https://t.co/sEFIAkcug3",37,2,1
rashtrapatibhvn,1588563509180215296,2022-11-04 16:07:09,President Droupadi Murmu attended the civic reception hosted in her honour by the Government of Sikkim and virtuall… https://t.co/AZa0HeQzeZ,Droupadi Murmu社長は、シッキム州政府とvirtuallが主催する彼女の名誉のための市民レセプションに出席しました... https://t.co/AZa0HeQzeZ,633,99,1
rashtrapatibhvn,1588562325304356864,2022-11-04 16:02:27,मैं सिक्किम की प्रगति और यहां के निवासियों की समृद्धि की मंगल कामना करती हूं। सिक्किम की सुंदरता और यहां के लोगों… https://t.co/pL7FoJr9rp,मैं सिक्किम की प्रगति और यहां के निवासियों की समृद्धि की मंगल कामना करती हं। सिक्किमकी सुंदरता और यहां के लों... https://t.co/pL7FoJr9rp,1184,186,1
rashtrapatibhvn,1588561834491015168,2022-11-04 16:00:30,"नामची में, ब्रह्मकुमारी World Renewal Spiritual Centre का शिलान्यास करके मुझे बहुत खुशी हुई है। इस केंद्र का उद्दे… https://t.co/hlSYZ9byZa","नामची में, ब्रह्मकुमारी World Renewal Spiritual Centre का शिलान्यास करके मुझे बहुत खुशी हुई हुऴै। इस केंद्र का उद्दे... https://t.co/hlSYZ9byZa",1043,156,1
rashtrapatibhvn,1588561678064840704,2022-11-04 15:59:52,"'स्वच्छ सर्वेक्षण पुरस्कार 2022' में विभिन्न श्रेणियों में सिक्किम को कुल 9 पुरस्कार प्राप्त हुए। 

सिक्किम में देश… https://t.co/iuoGjXxznI","'स्वच्छ सर्वेक्षण पुरस्कार 2022' में विभिन्न श्रेणिय ं सिक्किम में विभं मिनं मिधं मिधं किदं मि_94B↩ं कि_94B↩ं विऩंको कुल 9 पुरस्कार प्त हुए

सिक्किम में देश... https://t.co/iuoGjXxznI",596,110,1
rashtrapatibhvn,1588561085040578562,2022-11-04 15:57:31,"सिक्किम ने जैविक खेती का एक मॉडल बनकर देश के सभी राज्‍यों के लिए एक उदाहरण प्रस्‍तुत किया है। 

सिक्किम को देश का प… https://t.co/4p5QVIUbDj","सिक्किम ने जैविक खेती का एक मॉडल बनकर देश के सभी राज्यों के लिए एक उदाहरण प्रस्तुत किया है।ण

सिक्किम को देश का प... https://t.co/4p5QVIUbDj",785,167,1
narendramodi,1588523733148258304,2022-11-04 13:29:05,"Laudable effort, which will spread awareness on India’s glorious tribal culture and traditions. https://t.co/RPL7AP3zAF",インドの輝かしい部族文化や伝統についての認識を広める、称賛に値する取り組みです。https://t.co/RPL7AP3zAF。,4987,1617,1
narendramodi,1588523564239450113,2022-11-04 13:28:25,"I look forward to being in Himachal Pradesh tomorrow, 5th November. I would be addressing rallies in Sundar Nagar a… https://t.co/9JPmwGp3ii",明日11月5日、ヒマーチャル・プラデーシュ州に行けることを楽しみにしている。私はSundar Nagarで集会で演説する予定だ... https://t.co/9JPmwGp3ii,7864,2018,1
narendramodi,1588523216989196288,2022-11-04 13:27:02,"ਕੱਲ੍ਹ, 5 ਨਵੰਬਰ ਨੂੰ ਮੈਨੂੰ ਰਾਧਾ ਸੁਆਮੀ ਸਤਿਸੰਗ ਬਿਆਸ ਜਾਣ ਦਾ ਸੁਭਾਗ ਪ੍ਰਾਪਤ ਹੋਵੇਗਾ। ਬਾਬਾ ਗੁਰਿੰਦਰ ਸਿੰਘ ਢਿੱਲੋਂ ਜੀ ਦੀ ਅਗਵਾਈ ਹੇ… https://t.co/UOh7cOINgI","ਕੱਲ੍ਹ, 5ਨਵੰਬਰ ਨੂੰਮੈਨੂੰ ਰਾਧਾਸੁਆਮੀਸਤਿਸੰਗ ਬਿਆਸਜਾਣ ਦਾ ਸੁਭਾਗਪ੍ਰਾਪਤਹੋਵੇਗਾ।ਬਾਬਾਗੁਰਿੰਦਰਸਿੰਘ ਢਿੱਲੋਂਜੀ ਦੀ ਅਗਵਾਈਹੇ… https://t.co/UOh7cOINgI",6838,1333,1
narendramodi,1588523091990564864,2022-11-04 13:26:33,"Tomorrow, 5th November I will have the honour of visiting the Radha Soami Satsang Beas. Under the leadership of Bab… https://t.co/nzK4xT8LTv",明日11月5日、私は光栄にもRadha Soami Satsang Beasを訪問する予定です。Babのリーダーシップのもと、... https://t.co/nzK4xT8LTv,20272,3614,1
narendramodi,1588232270338437120,2022-11-03 18:10:55,Thank you @yairlapid for your priority to the India-Israel strategic partnership. I hope to continue our fruitful e… https://t.co/8xNOsICwJT,インドとイスラエルの戦略的パートナーシップを優先してくださる@yairlapidさんに感謝します。今後も実りあるe... https://t.co/8xNOsICwJT,21048,3583,1
jokowi,1588500043774193665,2022-11-04 11:54:57,Had a good discussion over the phone with President von der Leyen @vonderleyen of European Commission. Appreciate… https://t.co/CIcvZNninj,欧州委員会のフォン・デル・ライエン委員長 @vonderleyen と電話で良い議論をした。感謝... https://t.co/CIcvZNninj,1006,109,1
jokowi,1588455100368179200,2022-11-04 08:56:22,"Berbincang dengan para petani di areal kebun tebu Temu Giring di Kab. Mojokerto, hari ini. Di kebun ini mereka tela… https://t.co/ZlxZk8sU03",今日、モジョケルト地区のテム・ギリングサトウキビ農場で農民と話す。この農場で彼らは... https://t.co/ZlxZk8sU03,1970,277,1
jokowi,1588435359259824128,2022-11-04 07:37:56,Spoke with President Zelenskyy of Ukraine @ZelenskyyUa on situation in Ukraine and Black Sea Grain Initiative (3/11).,ウクライナのゼレンスキー大統領 @ZelenskyyUa と、ウクライナ情勢と黒海穀物構想について話した（3/11）。,1828,220,1
jokowi,1588433450880884738,2022-11-04 07:30:21,"Indonesia pernah menjadi eksportir gula pada tahun 1800-an. Namun, saat ini Indonesia mengimpor gula dalam jumlah b… https://t.co/OYmCJ7ArkH",インドネシアは1800年代には砂糖の輸出国であったこともある。しかし、現在、インドネシアは砂糖を大量に輸入している... https://t.co/OYmCJ7ArkH,455,55,1
jokowi,1588433448662093825,2022-11-04 07:30:20,"Dari pabrik bioetanol PT Energi Agro Nusantara di Mojokerto, Jawa Timur, hari ini, secara resmi kita memulai progra… https://t.co/5dBt6U6EL5",東ジャワ州モジョケルトにあるエネルギ・アグロ・ヌサンタラ社のバイオエタノール工場から、今日から正式に... https://t.co/5dBt6U6EL5,1851,221,1
Raesi_ir,1588507308686184448,2022-11-04 12:23:50,چند ساعت قبل مطلع شدم رئیس‌جمهور آمریکا جمله‌ای گفته که شاید از حواس پرتی‌اش بوده باشد. او گفته که ما بنا به آزاد ک… https://t.co/3y6GMuCJti,چند ساعت قبل مطلع شدم رئیسجمهور آمریکا جملهای گفته که شاید از حواس پرتیاش بوده باشد. او گفته که ما بنا به آزاد ک... https://t.co/3y6GMuCJti。,5003,576,1
PresidentIRL,1588518984173125632,2022-11-04 13:10:13,"President Higgins this morning presented Colm Tóibín, the @LaureateFiction, with the Laureate medal at Áras an Uach… https://t.co/1pzFK18dd4","ヒギンズ大統領は今朝、Áras an UachでColm Tóibín, @LaureateFiction に桂冠詩人メダルを贈呈しました... https://t.co/1pzFK18dd4",184,27,1
PresidentIRL,1588218436072706049,2022-11-03 17:15:57,Statement by President Higgins on the death of Brigid Hogan-O’Higgins https://t.co/JSe6EOpLSE,Brigid Hogan-O'Higgins氏の死去に関するHiggins社長の声明 https://t.co/JSe6EOpLSE,22,6,1
PresidentIRL,1588194487968350209,2022-11-03 15:40:47,"This afternoon, President Higgins met with @birchhh, Executive Director of @screendirectors, along with a number of… https://t.co/3yB9W3wboY",本日午後、ヒギンズ社長は@screendirectorsのエグゼクティブ・ディレクターである@birchhh氏と、多くの... https://t.co/3yB9W3wboY,43,14,1
MichealMartinTD,1588578787360493570,2022-11-04 17:07:51,"Pleased to officially open the new @CommHealthMW Primary Care Centre in Thurles today.
 
Great to meet the wonderfu… https://t.co/CM7zvTRJxl","本日、サーレスの新しいプライマリーケアセンターを正式にオープンすることができ、嬉しく思っています。
 
素晴らしい方々にお会いできて光栄です... https://t.co/CM7zvTRJxl",54,8,1
MichealMartinTD,1588497290746011648,2022-11-04 11:44:01,"Great to see work progressing on the new homes at Stanwix Village in Thurles this morning.
 
I want to pay tribute… https://t.co/6Aup1slM4v","今朝、サーレスのスタンウィックス・ビレッジの新しい住宅の建設が進んでいるのを見て、とても嬉しく思いました。
 
私は... https://t.co/6Aup1slM4v",46,6,1
MichealMartinTD,1588221763481227264,2022-11-03 17:29:10,"Really enjoyed my visit to the historic @Carlowcollege and the opportunity to meet the staff, and some of the Ukrai… https://t.co/MPneXB4r3n",歴史ある@Carlowcollegeを訪問し、スタッフやウクライナの人々に会う機会を得て、本当に楽しかったです。... https://t.co/MPneXB4r3n,68,9,1
MichealMartinTD,1588219762487746563,2022-11-03 17:21:13,"A real pleasure to be in Carlow today to help open these magnificent new homes at The Millrace.

Great work by… https://t.co/jOeZwYuyN7","今日、カーロウでザ・ミレースの素晴らしい新築住宅のオープニングに立ち会えたことを本当に嬉しく思います。

素晴らしい仕事ぶりです... https://t.co/jOeZwYuyN7",98,19,1
MichealMartinTD,1588206196250578944,2022-11-03 16:27:19,"Lovely day to plant some native trees at the @teagasc centre in Oak Park, Carlow with @pippa_hackett.

Our tree pla… https://t.co/nWluRIL1Nb","カーロウ州オークパークにあるteagascのセンターで、@pippa_hackettと一緒に自生の木を植えた素敵な一日でした。

私たちが植えた木は... https://t.co/nWluRIL1Nb",202,29,1
Isaac_Herzog,1587861066163404802,2022-11-02 17:35:53,Photos: Amos Ben Gershom/ GPO,写真Amos Ben Gershom/ GPO,20,8,1
Isaac_Herzog,1587860798898114566,2022-11-02 17:34:50,The climate crisis is an international and Israeli emergency. An important opportunity to display Israeli accomplis… https://t.co/kgfbNy8HeM,気候の危機は、国際的かつイスラエル的な緊急事態である。イスラエルの功績を示す重要な機会... https://t.co/kgfbNy8HeM,32,15,1
Isaac_Herzog,1587860794880020480,2022-11-02 17:34:49,"Next week, I will be leading the Israeli delegation to the Climate Change Conference, COP27, in Sharm El- Sheikh in… https://t.co/2hkRfKaaqa",来週、シャルムエルシェイクで開催される気候変動会議（COP27）に、イスラエル代表団を率いて参加します。... https://t.co/2hkRfKaaqa,100,30,1
Isaac_Herzog,1587860467585802240,2022-11-02 17:33:31,צילום: עמוס בן גרשום/ לע״מ,צילום: עמוס בן גרשום/ לעPo_5F4↩פ,24,8,1
Isaac_Herzog,1587860450951270401,2022-11-02 17:33:27,"בשבוע הבא אוביל את המשלחת הישראלית לוועידת האקלים העולמית, COP 27, בשארם א׳ שייח במצרים והערב נפגשתי עם חברי המשלחת… https://t.co/L2UQv4EYs3","בשבוע הבא אוביל ת המשלחת הישראלת, cop 27, האළי העולת בשאר5DD↩ אשיצר× בוהערב הע5DD↩וퟵחퟡ השברי המם המממי ההערוום... https://t.co/L2UQv4EYs3",88,19,1
GiorgiaMeloni,1588617113618747392,2022-11-04 19:40:09,"RT @Palazzo_Chigi: Consiglio dei Ministri n. 3, la conferenza stampa del Presidente @GiorgiaMeloni con i Ministri Matteo Piantedosi, Gianca…",RT @Palazzo_Chigi: 閣僚理事会第3回、@GiorgiaMeloni大統領とMatteo Piantedosi大臣、Gianca...大臣の記者会見。,0,66,1
GiorgiaMeloni,1588488366123020288,2022-11-04 11:08:33,"Nella Giornata dell'Unità Nazionale e delle Forze Armate, ricordiamo chi ha combattuto e si è sacrificato per la no… https://t.co/YnqNvOOQxT",国民統合と軍隊の日」に、私たちは「ノー」のために戦い、犠牲となった人々を追悼します... https://t.co/YnqNvOOQxT,5222,702,1
GiorgiaMeloni,1588276770377039872,2022-11-03 21:07:45,Soddisfatta di questa giornata di incontri istituzionali. Ho portato la voce e il punto di vista italiano. C'è la n… https://t.co/lYVGvmx4IH,この日の機関会議には満足している。イタリア人の声と視点を持ってきました。があり、https://t.co/lYVGvmx4IH。,1983,204,1
GiorgiaMeloni,1588276767445245953,2022-11-03 21:07:44,"Ho voluto organizzare questa prima visita a Bruxelles per dare il segnale di un'Italia che vuole partecipare, colla… https://t.co/YOsBPBYEKR",私は、この最初のブリュッセル訪問を企画し、参加と協調を望むイタリアのシグナルを発したいと思いました... https://t.co/YOsBPBYEKR,5970,691,1
GiorgiaMeloni,1588244252395347969,2022-11-03 18:58:32,"Bruxelles, dichiarazioni alla stampa dopo gli incontri con i vertici delle istituzioni europee. https://t.co/41hH4R25NT",ブリュッセル、欧州機関長との会談後の記者会見 https://t.co/41hH4R25NT,6568,899,1
ACHIPatrick4,1588571204872736768,2022-11-04 16:37:44,"Ravi des échanges avec Reta Jo Lewis @EXIMChair, CEO de @EximBankUS, la Banque Export-Import 🇺🇸.
Nous avons signé u… https://t.co/kXuOoYYLd0","輸出入銀行（EximBankUS）のCEOであるReta Jo Lewis氏（EXIMChair）と話すことができて嬉しい🇺🇸。
サインをしました... https://t.co/kXuOoYYLd0",74,8,1
